ID,CITY,COUNTY,SCHOOLNAME,LATITUDE,LONGITUDE
22562,ISTANBUL , ADALAR , Burgazada Ögretmen Evi ve Aksam Sanat Okulu ,40.884689913712776,29.064339009661808
22563,ISTANBUL , ADALAR , Halk Egitim Merkezi ,40.87093171113018,29.13469871654047
22564,ISTANBUL , ADALAR , Heybeliada Anadolu Lisesi ,40.87959581830914,29.095688668627872
22565,ISTANBUL , ADALAR , Heybeliada Ilkokulu ,40.88006630852165,29.0935858167602
22566,ISTANBUL , ADALAR , HEYBELIADA ILKOKULU ,40.88022854575053,29.0934785283996
22567,ISTANBUL , ADALAR , Burgazada Sait Faik Abasiyanik Ilkokulu ,40.883846332645334,29.06373819484247
22568,ISTANBUL , ADALAR , Adalar Anadolu Imam Hatip Lisesi ,40.86743646141408,29.131901975694518
22569,ISTANBUL , ADALAR , Büyükada Sehit Murat Yüksel Ilkokulu ,40.86936994199088,29.12778934611811
22570,ISTANBUL , ADALAR , Hüseyin Rahmi Gürpinar Çok Programli Anadolu Lisesi ,40.87488059161794,29.09840842856897
22571,ISTANBUL , ADALAR , Büyükada 125. Yil Atatürk Ortaokul ,40.86749982710458,29.129108992953434
22572,ISTANBUL , ADALAR , Büyükada Imam Hatip Ortaokulu ,40.86764586834611,29.13208088054193
22573,ISTANBUL , ADALAR , KINALIADA MEHMETÇIK ILKOKULU ,40.90640842272721,29.054575768847602
22574,ISTANBUL , ADALAR , HEYBELIADA ORTAOKULU ,40.88027721684165,29.09313520564569
22575,ISTANBUL , ARNAVUTKÖY , MEHMET AKIF ERSOY ÇOK PROGRAMLI ANADOLU LISESI ,39.917651286411456,32.85346349849237
22576,ISTANBUL , ARNAVUTKÖY , Hadimköy TOKI Anadolu Imam Hatip Lisesi ,41.182835417308155,28.608063069720398
22577,ISTANBUL , ARNAVUTKÖY , SEHIT ONBASI MURAT SENGÖZ IMAM HATIP LISESI ,41.190812688497594,28.72921308650507
22578,ISTANBUL , ARNAVUTKÖY , Mehmet Akif Ersoy Çok Programli Anadolu Lisesi ,41.197021045782336,28.737367001910343
22579,ISTANBUL , ARNAVUTKÖY , Ahmet Yesevi Ilkokulu ,41.20087170753924,28.73111209048761
22580,ISTANBUL , ARNAVUTKÖY , Arnavutköy Rehberlik ve Arastirma Merkezi ,41.19449417817553,28.723140565295356
22581,ISTANBUL , ARNAVUTKÖY , Asik Veysel Ilkokulu ,41.183982007990274,28.75258049144281
22582,ISTANBUL , ARNAVUTKÖY , Sehit Er Tuncay Türken Ortaokulu ,41.18528199145111,28.760433999438423
22583,ISTANBUL , ARNAVUTKÖY , Baklali Ilkokulu ,39.917651286411456,32.85346349849237
22584,ISTANBUL , ARNAVUTKÖY , Bolluca Mesleki ve Teknik Anadolu Lisesi ,41.20004831463356,28.7529023565246
22585,ISTANBUL , ARNAVUTKÖY , Boyalik Örfi Çetinkaya Ortaokulu ,41.26283052828433,28.63044878615869
22586,ISTANBUL , ARNAVUTKÖY , Durusu Hüseyin Ökten Lisesi ,41.307328918870724,28.672875968356266
22587,ISTANBUL , ARNAVUTKÖY , Fatih Ilkokulu ,41.22648858058517,28.69003137721552
22588,ISTANBUL , ARNAVUTKÖY , Fatih Ortaokulu ,41.22652085764997,28.68998846187128
22589,ISTANBUL , ARNAVUTKÖY , Ibrahim Özaydin Mesleki ve Teknik Anadolu Lisesi ,41.153937936425095,28.621012774844303
22590,ISTANBUL , ARNAVUTKÖY , Halk Egitimi Merkezi ,41.18583911931998,28.760455457110535
22591,ISTANBUL , ARNAVUTKÖY , Köroglu Ortaokulu ,41.181866451785055,28.71193966044916
22592,ISTANBUL , ARNAVUTKÖY , Malazgirt Ilkokulu ,41.212223235488246,28.726259882726932
22593,ISTANBUL , ARNAVUTKÖY , Sabri Akin Ilkokulu ,41.19895851397711,28.7638886846496
22594,ISTANBUL , ARNAVUTKÖY , Seyh Samil Ortaokulu ,41.19517232474527,28.74801000728144
